HoleID,Depth,Azimuth,Dip
ANR-507B,40,48.09,-87.5
ANR-507B,50,47.9,-88.25
ANR-507B,60,113.69,-88.74
ANR-507B,70,179.49,-89.23
ANR-507B,80,208.7,-89.3
ANR-507B,90,201.33,-88.95
ANR-507B,100,193.96,-88.61
ANR-507B,110,193.54,-88.35
ANR-507B,120,193.13,-88.1
ANR-507B,130,193.41,-87.87
ANR-507B,140,194.38,-87.67
ANR-507B,150,195.36,-87.46
ANR-507B,160,197.43,-87.18
ANR-507B,170,199.51,-86.9
ANR-507B,180,199.79,-86.58
ANR-507B,190,198.29,-86.23
ANR-507B,200,196.78,-85.88
ANR-507B,210,195.53,-85.52
ANR-507B,220,194.29,-85.16
ANR-507B,230,193.62,-84.88
ANR-507B,240,193.53,-84.66
ANR-507B,250,193.45,-84.45
ANR-507B,260,193.1,-84.06
ANR-507B,270,192.75,-83.67
