HOLEID,PROJECTCODE,DEPTH,AZIMUTH,DIP,PRIORITY,SURVTYPE,PROSPECT,PROSPECTNAME,AZIMUTHTYPE,OBSERVACIONES
"ANR-318","0020",20,94.99,-83.32,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",30,94.79,-82.99,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",40,97.74,-82.51,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",50,96.44,-81.74,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",60,98.99,-80.53,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",70,96.89,-79.65,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",80,96.04,-79.11,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",90,95.83,-78.6,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",100,96.63,-78.18,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",110,98.5,-78.04,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",120,99.25,-78.06,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",130,101,-77.8,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",140,102.91,-77.63,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",150,103.64,-77.62,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",160,103.96,-77.45,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",170,104.03,-77.28,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",180,104.51,-77.1,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-318","0020",190,104.65,-76.32,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",0,270,-83.7,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",10,272.23,-83.57,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",20,271,-83.29,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",30,268.27,-83.68,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",40,267.25,-84.04,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",50,265.56,-84.26,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",60,262.87,-84.33,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",70,266.36,-84.2,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",80,266.42,-84.4,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",90,265.07,-84.67,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",100,264.56,-85.2,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",110,263.64,-85.95,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",120,262.94,-86.42,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",130,262.35,-86.61,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-319","0020",140,264.84,-86.79,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-32","0020",0,20.1541,-89.7653,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",10,352.68,-89.31,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",20,348.54,-89.29,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",30,345.73,-89.29,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",40,357.64,-89.25,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",50,350.22,-89.39,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",60,346.88,-89.57,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",70,328.6,-89.56,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",80,311.73,-89.59,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",90,305.84,-89.75,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",100,265.51,-89.68,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",110,247.89,-89.6,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",120,229.5,-89.33,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",130,215.87,-88.95,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",140,205.98,-88.92,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",150,201.24,-88.22,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",160,195.87,-87.74,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",170,193.99,-87.33,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",180,203.81,-86.72,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",190,194.87,-86.31,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",200,192.67,-85.85,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",210,191.33,-85.4,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",220,193.38,-84.96,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",230,196.51,-84.76,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",240,195.37,-84.46,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",250,196.17,-83.89,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",260,194.13,-83.35,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",270,192.88,-82.56,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",280,193.93,-82.07,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",290,194.48,-81.53,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",300,187.5,-80.85,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",310,190.95,-79.97,1,"GIRO1","175","AMSA 2006","",""
"ANR-32","0020",319,191.38,-79.53,1,"GIRO1","175","AMSA 2006","",""
"ANR-320","0020",0,90,-67.95,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",10,91.85,-67.78,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",20,92.21,-68.25,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",30,93.8,-69.08,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",40,94.16,-69.33,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",50,95.59,-69.48,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",60,96.91,-69.45,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",70,97.89,-69.34,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",80,99.02,-69.57,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",90,100.48,-69.57,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",100,101.28,-69.1,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",110,103.67,-68.58,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",120,104.53,-68.78,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",130,104.99,-68.82,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",140,105.35,-68.63,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-320","0020",150,105.11,-68.79,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",0,90,-73.78,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",10,91.78,-73.13,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",20,93.98,-72.45,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",30,94.89,-72.03,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",40,95.38,-71.56,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",50,95.89,-71.39,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",60,96.14,-71.26,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",70,96.93,-70.86,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",80,97.53,-70.45,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",90,98.08,-70.15,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",100,98.69,-69.85,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",110,99.09,-69.56,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",120,99.78,-69.33,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",130,100.05,-69.15,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",140,100.68,-68.94,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",150,100.99,-69.04,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-321","0020",160,101.07,-68.38,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",0,0,-90,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",10,359.75,-90,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",20,358.99,-89.99,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",30,357.05,-89.2,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",40,356.87,-89.85,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",50,356.03,-89.79,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",60,355.97,-89.68,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",70,355.49,-89.83,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",80,355.03,-89.57,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",90,354.92,-89.78,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",100,354.53,-89.99,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",110,354.09,-89.61,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",120,353.99,-89.04,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",130,353.71,-88.99,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",140,353.11,-88.59,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",150,352.99,-88.21,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",160,352.71,-88.01,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-322","0020",170,352.21,-87.99,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",0,270,-85,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",10,269.9,-84.9,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",20,267.46,-84.79,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",30,266.23,-84.6,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",40,264.06,-84.31,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",50,263.61,-83.89,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",60,262.91,-83.72,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",70,261.13,-83.9,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",80,260.88,-83.85,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",90,260.75,-83.63,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",100,258.26,-83.43,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",110,256.14,-83.15,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",120,255.89,-82.71,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",130,255.82,-82.47,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",140,254.74,-82.65,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",150,255.17,-82.6,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",160,255.15,-82.77,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",170,255.11,-82.96,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",180,255.05,-82.87,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",190,254.98,-83.11,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",200,255.15,-83.14,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",210,253.88,-83.06,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-323","0020",220,252.77,-82.43,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-324","0020",0,270,-72.69,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-324","0020",10,272.13,-71.96,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-324","0020",20,272.43,-71.93,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-324","0020",30,272.31,-71.36,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-324","0020",40,272.01,-70.87,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-324","0020",50,272.95,-70.58,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-324","0020",60,272.63,-70.26,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-324","0020",70,271.64,-69.78,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-324","0020",80,271.7,-69.64,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-324","0020",90,272.07,-69.39,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-324","0020",100,272.29,-69.24,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-324","0020",110,272.23,-68.89,1,"GIRO1","862","ANT 2018 INFILL AR","",""
"ANR-325","0020",0,270,-83.4,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-325","0020",10,267.93,-83.42,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-325","0020",20,268.09,-83.99,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-325","0020",30,268.09,-84.12,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-325","0020",40,268.01,-84.59,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-325","0020",50,267.99,-85.05,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-325","0020",60,268,-85.54,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-325","0020",70,269.12,-85.65,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-325","0020",80,270.04,-85.55,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",0,270,-69.85,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",10,270.02,-70.37,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",20,270.03,-70.75,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",30,270.03,-71.66,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",40,270.04,-72.48,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",50,270.9,-72.59,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",60,271.65,-73.2,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",70,271.66,-74.21,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",80,271.61,-74.45,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",90,271.73,-75,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",100,271.73,-75.45,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",110,270.57,-75.14,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-326","0020",120,271.4,-75.1,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-327","0020",0,270,-60.34,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-327","0020",10,270,-60.94,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-327","0020",20,270.22,-61.08,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-327","0020",30,270.22,-61.74,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-327","0020",40,270.22,-62.38,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-327","0020",50,270.04,-62.29,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-327","0020",60,270.04,-63.21,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-327","0020",70,270.05,-63.79,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-327","0020",80,270.6,-63.9,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-327","0020",90,270.6,-64.43,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-327","0020",100,270.7,-64.49,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-327","0020",110,270.87,-64.35,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-328","0020",0,0,-88.75,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-328","0020",10,31.22,-88.2,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-328","0020",20,26.84,-88.12,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-328","0020",30,16.68,-88.81,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-328","0020",40,327.06,-88.59,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-328","0020",50,347.55,-88.17,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-328","0020",60,348.22,-88.35,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-328","0020",70,345.82,-88.66,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-328","0020",80,343.69,-88.23,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-328","0020",90,349.78,-88.69,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-328","0020",100,332.74,-88.78,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",0,90,-62.52,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",10,89.83,-61.58,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",20,89.92,-61.22,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",30,90.34,-60.64,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",40,89.96,-60.44,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",50,89.72,-59.94,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",60,90.83,-59.49,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",70,91.71,-58.93,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",80,91.4,-58.12,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",90,89.95,-57.32,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",100,90.49,-56.54,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",110,90.09,-55.57,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",120,88.92,-54.76,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",130,88.7,-54.19,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",140,88.15,-53.83,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",150,89.98,-53.6,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",160,89.63,-53.09,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",170,90.03,-52.38,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",180,90.32,-51.83,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",190,91.62,-51.5,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",200,91.45,-50.59,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",210,90.84,-49.64,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",220,90.34,-48.71,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",230,89.77,-48.1,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",240,89.28,-47.37,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",250,89.8,-47.11,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",260,89.18,-46.93,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",270,90.02,-46.62,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",280,90.92,-46.37,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",290,91.63,-46.18,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",300,91.76,-46.02,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",310,89.73,-46.08,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",320,91.57,-45.73,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",330,93.5,-45.22,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",340,93.77,-45.56,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",350,93.83,-45.81,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-329","0020",360,93.35,-45.32,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-33","0020",0,117.143,-89.9323,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",10,135.31,-89.85,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",20,144.06,-89.65,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",30,153.17,-89.53,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",40,170.27,-89.52,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",50,157.21,-89.39,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",60,139.49,-89.34,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",70,136.32,-89.3,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",80,133.19,-88.77,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",90,128.29,-88.66,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",100,126.28,-88.47,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",110,118.12,-87.89,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",120,115.62,-87.42,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",130,115.5,-86.85,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",140,118.25,-86.7,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",150,120.95,-86.64,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",160,119.83,-86.31,1,"GIRO1","175","AMSA 2006","",""
"ANR-33","0020",164,118.67,-86.33,1,"GIRO1","175","AMSA 2006","",""
"ANR-330","0020",0,90,-80.71,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",10,89.53,-80.5,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",20,89.17,-80.83,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",30,90.55,-80.75,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",40,90.05,-80.39,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",50,90.87,-80.24,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",60,90.58,-79.9,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",70,90.67,-79.57,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",80,90.74,-79.24,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",90,90.14,-78.96,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",100,91.35,-78.58,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",110,91.28,-78.27,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",120,92.51,-78.06,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",130,92.36,-77.91,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",140,92.19,-77.7,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",150,92.54,-77.25,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",160,90.89,-77.47,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",170,90.29,-77.57,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",180,91.91,-78.87,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",190,91.56,-78.41,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",200,91.98,-79.51,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-330","0020",210,92.98,-79.88,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",0,80,-78.3,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",10,79.82,-78.3,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",20,80.41,-78.22,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",30,79.57,-77.98,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",40,79.18,-78.13,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",50,78.93,-77.79,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",60,79.17,-78.84,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",70,80.53,-78.9,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",80,80.17,-78.61,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",90,80.78,-78.16,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",100,81.45,-78.24,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",110,81.04,-78.01,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",120,81.79,-78.16,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",130,81.17,-78.24,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",140,80.38,-78.29,1,"GIRO1","872","ANT 2019 INFILL AR","",""
"ANR-331","0020",150,80.47,-78.46,1,"GIRO1","872","ANT 2019 INFILL AR","",""
