HOLEID,PROJECTCODE,DEPTH,AZIMUTH,DIP,PRIORITY,SURVTYPE,PROSPECT,PROSPECTNAME,AZIMUTHTYPE,OBSERVACIONES
"ANC-19","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-19","0020",30,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-2","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-2","0020",200,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-20","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-20","0020",30,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-21","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-21","0020",30,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-22","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-22","0020",30,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-23","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-23","0020",30,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-24","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-24","0020",30,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-25","0020",0,228.7066,-89.6605,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",10,224.8926,-89.1209,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",20,244.0853,-89.1775,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",30,238.5435,-89.0845,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",40,255.5808,-89.0161,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",50,252.1506,-88.8946,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",60,258.7141,-88.8526,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",70,256.2046,-88.7067,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",80,258.9781,-88.7497,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",90,254.2652,-88.8329,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",100,259.0042,-88.7247,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",110,261.1397,-88.7347,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",120,255.619,-88.7746,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",130,250.7942,-88.6346,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-25","0020",140,240.9527,-88.6502,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",0,353.6105,-89.0362,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",10,346.1538,-88.7949,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",20,354.3885,-88.9147,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",30,356.1515,-88.9994,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",40,357.6974,-88.9148,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",50,356.5192,-88.7097,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",60,348.1353,-88.4427,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",70,346.013,-88.2914,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",80,344.319,-88.2937,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",90,347.7345,-88.3873,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",100,347.1771,-88.2365,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",110,353.8017,-88.2631,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",120,2.7533,-88.0529,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",130,7.4188,-87.6607,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-26","0020",135,7.9548,-87.6934,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",0,358.0987,-89.7538,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",10,340.288,-89.2197,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",20,347.5054,-89.2191,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",30,326.4814,-89.1667,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",40,327.2958,-89.0548,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",50,311.5499,-88.9808,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",60,313.7142,-88.8954,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",70,319.3523,-88.6988,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",80,313.4744,-88.7836,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",90,309.4082,-88.6452,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",100,304.9273,-88.5642,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",110,303.0221,-88.5371,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",120,297.4603,-88.4232,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",130,296.5977,-88.3631,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-27","0020",140,293.4281,-88.4398,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",0,70.5635,-89.884,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",10,247.5159,-89.6927,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",20,245.2585,-89.6237,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",30,259.1807,-89.4103,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",40,260.3897,-89.3714,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",50,238.5315,-89.3216,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",60,241.7865,-89.2896,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",70,258.6154,-89.1546,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",80,259.8828,-89.0745,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",90,255.4884,-89.0654,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",100,262.8898,-89.0822,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",110,248.1443,-89.0728,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",120,253.3931,-88.8242,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",130,258.5467,-88.4479,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-28","0020",140,266.1746,-88.2267,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",0,109.7538,-89.8137,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",10,191.215,-89.5066,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",20,171.4189,-89.185,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",30,177.1555,-89.055,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",40,170.4447,-88.852,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",50,176.8418,-88.8259,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",60,167.8469,-88.6445,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",70,170.0097,-88.4885,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",80,165.6631,-88.3534,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",90,161.2869,-88.188,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",100,161.2663,-88.1913,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",110,162.972,-88.2414,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",120,161.0726,-88.0223,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",130,163.9394,-87.9433,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-29","0020",140,165.934,-87.9737,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-3","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-3","0020",220,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-30","0020",0,120.0068,-89.8196,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",10,130.6628,-89.4228,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",20,111.9461,-89.3494,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",30,116.7624,-89.2695,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",40,129.6913,-89.376,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",50,132.4923,-89.5889,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",60,128.0704,-89.5685,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",70,124.4593,-89.578,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",80,144.0203,-89.7022,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",90,167.1406,-89.6971,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",100,164.0716,-89.5623,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",110,181.7384,-89.5519,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",120,198.5997,-89.2706,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",130,199.6705,-89.1489,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-30","0020",135,196.4125,-89.1156,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",0,148.9733,-89.9666,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",10,296.5698,-89.5266,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",20,292.1936,-89.4026,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",30,281.1265,-89.2649,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",40,278.1815,-89.1744,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",50,280.7127,-89.2585,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",60,273.889,-89.29,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",70,265.063,-88.8922,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",80,261.2084,-89.0764,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",90,241.6916,-89.1028,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",100,238.79,-89.1306,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",110,229.7893,-89.0478,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",120,225.2317,-89.055,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",130,206.0694,-88.7527,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-31","0020",140,183.7463,-88.2641,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",0,224.2589,-89.4009,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",10,243.9906,-89.1903,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",20,247.7599,-89.1929,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",30,219.5899,-89.1851,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",40,222.269,-88.9763,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",50,204.9369,-88.8204,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",60,198.0387,-88.6918,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",70,200.2176,-88.5964,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",80,194.2828,-88.5704,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",90,196.6701,-88.579,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",100,204.544,-88.3667,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",110,221.8663,-88.0598,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",120,231.1672,-87.8065,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",130,234.9267,-87.637,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-32","0020",140,236.1328,-87.7048,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",0,332.2883,-89.2233,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",10,327.7556,-88.879,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",20,329.9001,-88.8791,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",30,327.5604,-88.89,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",40,331.5815,-88.7814,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",50,333.4634,-88.7787,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",60,323.2549,-88.9336,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",70,321.9761,-88.9554,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",80,337.1582,-89.2295,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",90,353.4425,-89.3358,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",100,348.518,-89.2181,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",110,350.4181,-89.2735,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",120,359.7653,-89.3423,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",130,349.0165,-89.133,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-33","0020",135,350.2509,-89.1131,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",0,93.4416,-89.092,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",10,112.1062,-89.1797,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",20,104.9792,-89.1392,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",30,129.2828,-89.1786,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",40,132.212,-89.1751,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",50,155.3999,-89.3495,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",60,146.5481,-89.5161,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",70,173.5841,-89.4285,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",80,185.0576,-89.4386,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",90,205.7661,-89.6582,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",100,197.8252,-89.5642,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",110,203.5773,-89.8261,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",120,13.7527,-89.9468,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",130,44.3875,-89.2741,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-34","0020",140,13.499,-89.3867,1,"GIRO1","520","ANT 2012 CONDENACION","",""
"ANC-4","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-4","0020",200,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-5","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-5","0020",200,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-6","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-6","0020",30,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-7","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-7","0020",30,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-8","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-8","0020",30,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-9","0020",0,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"ANC-9","0020",30,0,-90,1,"GIRO1","374","ANT 2010 RC","",""
"AND-01","0020",0,270.65,-65.65,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",10,269.93,-64.95,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",20,269.68,-65.42,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",30,270.24,-65.7,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",40,269.92,-65.68,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",50,270.16,-66.06,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",60,270.34,-66.01,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",70,270.36,-66.22,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",80,269.85,-66.28,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",90,270.31,-66.09,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",100,270.55,-65.82,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",110,272.33,-66.02,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",120,271.42,-66.08,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",130,271.73,-66.27,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",140,271.17,-66.44,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",150,271.01,-66.61,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",160,271.17,-66.78,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",170,270.82,-66.84,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",180,271.33,-66.81,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",190,271.19,-66.76,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",200,271.3,-66.76,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",210,271.05,-66.83,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",220,270.96,-67.01,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",230,270.96,-67,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",240,270.74,-67.09,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",250,270.6,-67.08,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",260,270.99,-67.08,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",270,270.81,-67.1,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",280,270.54,-67.09,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",290,270.32,-67.06,1,"GIRO1","175","AMSA 2006","",""
"AND-01","0020",295,270.25,-66.98,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",0,91.33,-64.99,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",10,91.4,-64.85,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",20,91.73,-65.12,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",30,91.66,-65.44,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",40,91.84,-65.5,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",50,92.19,-65.64,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",60,91.9,-65.74,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",70,91.7,-65.85,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",80,91.63,-65.88,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",90,91.31,-66.02,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",100,91.57,-66.13,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",110,91.67,-66.18,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",120,91.61,-66.37,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",130,92.17,-66.5,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",140,92.15,-66.73,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",150,92.18,-66.89,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",160,91.96,-66.96,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",170,91.53,-67.04,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",180,91.26,-67.11,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",190,90.91,-67.26,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",200,91.04,-67.33,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",210,91.12,-67.56,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",220,91.08,-67.78,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",230,90.28,-67.99,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",240,90.33,-68.14,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",250,90.01,-68.42,1,"GIRO1","175","AMSA 2006","",""
"AND-02","0020",260,89.84,-68.44,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",0,267.3417,-69.6427,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",10,270.2994,-69.2118,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",20,269.705,-69.5084,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",30,267.7331,-69.9187,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",40,267.3663,-69.9046,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",50,267.363,-69.5843,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",60,267.2311,-70.1283,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",70,266.3672,-70.1562,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",80,265.7188,-70.3928,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",90,265.2535,-70.3066,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",100,264.7689,-70.5911,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",110,263.9426,-71.0013,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",120,262.3151,-71.2825,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",130,262.7144,-71.2476,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",140,261.9322,-71.3498,1,"GIRO1","175","AMSA 2006","",""
"AND-03","0020",150,261.7995,-71.5289,1,"GIRO1","175","AMSA 2006","",""
